house_id,coordinates_lat,coordinates_lng,date,trap_type,trap_location,any_meassures,adult_house,kids_house,young_kids_house,adult_room,kids_room,young_kids_room,sleep_outdoors,cook,gambiae_count,funestus_count,funestus_parensis,funestus_funestus,funestus_leesoni,gambiae_arabiensis,gambiae_quadrianulatus,gambiae_merus
6011-018,-24.56083955,32.65996858,8/30/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-003,-24.49141029,32.11764424,3/16/16,2,1,1,1,0,0,1,0,0,NA,2,4,0,0,0,0,0,0,0
6002-114,-24.8019918,32.85336046,1/17/18,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-058,-24.90448399,32.36128341,4/15/16,2,2,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0
6072-036,-25.17308388,32.48069321,5/26/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3613-272,-25.05865846,32.76914173,7/13/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-028,-24.49081237,32.07881602,12/21/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-012,-25.1599956,32.48648787,10/2/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-020,-24.89124474,32.34419401,7/20/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-037,-24.89448893,32.35381779,7/21/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-008,-24.48939068,32.11529402,11/29/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-069,-24.89706783,32.35326407,1/19/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-017,-24.56094456,32.658603,5/28/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0
6079-008,-24.49637487,32.08083931,3/28/17,2,1,1,2,0,0,2,0,0,NA,2,3,0,0,0,0,0,1,0
6079-058,-24.48394395,32.07255641,8/25/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-037,-24.89435647,32.35384723,12/14/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-353,-25.03744344,32.61463498,5/12/17,2,1,1,2,0,0,2,0,0,NA,2,0,1,0,0,0,0,0,0
6011-030,-24.56592567,32.66631642,1/6/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-034,-24.48841548,32.08043287,7/12/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-012,-24.48925545,32.11352275,8/26/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-017,-24.56097132,32.65837063,11/8/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3609-091,-25.05211462,32.78230107,7/14/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-022,-24.49255458,32.0790994,10/19/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-050,-25.18265867,32.48565949,10/29/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-012,-24.48922504,32.11367074,9/16/15,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6018-037,-24.89459482,32.35395768,9/21/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-098,-24.80258734,32.86177957,8/5/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-050,-24.80813901,32.86492186,7/7/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-103,-24.80282669,32.85430808,1/7/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-053,-24.80740577,32.8642045,10/12/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-049,-24.90213838,32.34579378,1/19/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6071-052,-25.23575736,32.46070803,6/18/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-117,-25.22118502,32.4610911,5/27/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-362,-25.03018347,32.64001402,5/12/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-243,-25.03124845,32.63201639,8/10/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-037,-25.17513559,32.48267497,2/24/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-020,-24.89151963,32.34435493,2/21/17,1,1,1,1,0,0,1,0,0,NA,2,2,0,0,0,0,0,0,0
6001-102,-24.80085875,32.86111543,5/12/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-043,-25.17885931,32.48250063,5/26/17,2,1,1,2,0,0,2,0,0,NA,2,4,0,0,0,0,0,0,0
6002-065,-24.80547203,32.85057543,12/2/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-027,-25.15378547,32.48405524,5/26/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3605-240,-25.05239246,32.7855745,3/9/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-043,-24.48706111,32.07341371,4/19/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-057,-25.18409023,32.48266063,12/12/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-028,-24.56365439,32.66430604,11/30/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3609-076,-25.0515431,32.78307025,10/13/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3612-343,-25.05208585,32.76295445,2/10/17,1,1,1,1,0,0,1,0,0,NA,2,2,0,0,0,0,0,0,0
6044-366,-25.03063297,32.63920215,2/19/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6046-177,-25.02991045,32.64991978,7/6/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-015,-24.88967729,32.34502413,9/21/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-461,-25.0325839,32.64011771,11/11/16,2,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
6045-003,-25.03254492,32.60983263,6/9/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-040,-24.8957155,32.35260831,7/20/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-055,-24.56698244,32.65794097,11/8/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-014,-24.48924226,32.11655642,3/28/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-037,-24.89443047,32.35342226,4/26/17,2,1,1,2,0,0,2,0,0,NA,2,2,0,0,0,0,0,0,0
6072-043,-25.17865699,32.48230479,10/2/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-077,-24.80466738,32.85373092,7/7/16,2,1,1,0,2,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3613-272,-25.05871995,32.76911375,1/25/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-108,-24.80207994,32.8591891,12/2/16,2,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
6001-168,-24.81238653,32.86476071,4/12/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-243,-25.03113667,32.6319497,7/7/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-017,-24.56098317,32.65845852,6/6/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-013,-25.0266066,32.61708238,6/16/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-424,-25.03329425,32.62194793,11/10/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-033,-24.89313929,32.35005208,2/21/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-012,-24.88538531,32.34358768,6/20/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-022,-24.56251751,32.66236902,8/27/15,2,1,1,2,0,0,2,0,0,NA,2,2,0,0,0,0,0,0,0
6078-009,-24.48917822,32.11504819,6/30/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-018,-25.15777506,32.48777244,5/25/17,2,1,1,2,0,0,2,0,0,NA,2,2,0,0,0,0,0,0,0
6018-037,-24.89448948,32.35357031,3/15/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3605-240,-25.05227264,32.78572905,1/24/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-068,-24.49122127,32.08257241,11/1/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-008,-24.4966235,32.0807442,7/12/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-026,-24.48830037,32.09720966,3/1/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-012,-24.56556302,32.65880547,5/28/15,2,1,1,1,0,0,1,0,0,NA,2,9,0,0,0,0,0,0,0
6072-021,-25.15696897,32.48900975,11/27/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-020,-24.89150245,32.34430336,3/23/16,2,1,1,1,0,0,1,0,0,NA,2,3,0,0,0,0,0,0,0
6078-018,-24.48710932,32.10759898,11/23/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-011,-25.16150013,32.48669088,7/21/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-487,-25.03122309,32.64217513,3/17/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-012,-24.48919005,32.11367692,3/28/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,2,0,0,0,0,0,1,0
6001-043,-24.81044183,32.86650293,9/23/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-079,-24.49300002,32.08406196,6/30/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-049,-24.90194848,32.34585968,8/12/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6046-287,-25.03165956,32.64695657,10/21/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-008,-24.49695818,32.0806364,11/23/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-016,-24.4897623,32.11054143,7/25/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-093,-24.80346366,32.85945942,2/12/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-018,-24.56103556,32.66006979,3/22/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3612-265,-25.05463707,32.76552908,9/29/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-160,-24.80182312,32.85451089,6/15/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-004,-24.48921121,32.11652197,5/17/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-031,-24.56856225,32.6650402,10/10/17,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6011-033,-24.5690906,32.66530778,8/28/15,2,1,1,1,0,0,1,0,0,NA,2,3,0,0,0,0,0,0,0
6079-008,-24.49646227,32.08073992,5/27/15,2,1,1,2,0,0,2,0,0,NA,2,0,1,0,0,0,0,0,0
6078-008,-24.48948352,32.11534051,6/29/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-043,-24.81061498,32.86640948,6/9/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-043,-25.17902802,32.48234694,6/23/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-034,-24.48825509,32.08037112,12/20/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6001-031,-24.81212529,32.8617293,12/1/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-012,-24.48925343,32.11356894,8/22/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-063,-24.56709622,32.66330031,12/1/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-031,-24.89663035,32.34977647,2/21/17,2,1,1,2,0,0,2,0,0,NA,2,7,0,0,0,0,0,1,0
6046-169,-25.03028317,32.65115927,5/11/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-037,-24.89449299,32.35338756,2/23/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-362,-25.03032327,32.63998439,9/22/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-006,-24.49089351,32.11545675,5/31/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-040,-24.89594442,32.35267381,10/25/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-018,-24.56082881,32.659945,6/6/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-018,-24.56076118,32.660084,1/23/18,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-079,-24.56892372,32.66411665,9/10/15,2,1,1,2,0,0,2,0,0,NA,2,2,0,0,0,0,0,0,0
3609-076,-25.05162461,32.78304242,4/18/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-028,-24.56363944,32.66441401,11/7/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-309,-25.03225341,32.62526083,3/24/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-431,-25.03372063,32.63805661,1/12/17,2,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
6011-012,-24.56555327,32.6590205,5/29/15,2,1,1,1,0,0,1,0,0,NA,2,3,0,0,0,0,0,0,0
6001-173,-24.80284602,32.86154011,7/7/15,2,1,1,1,0,0,1,0,0,NA,2,0,4,4,0,0,0,0,0
6044-487,-25.03119133,32.64223888,12/18/15,2,1,1,2,0,0,2,0,0,NA,2,2,0,0,0,0,0,0,0
6045-243,-25.0309534,32.63202606,4/21/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-037,-24.56863866,32.66249599,6/6/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-004,-24.4892231,32.11652232,2/16/16,1,2,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0
3609-076,-25.05156634,32.78306934,3/9/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-020,-24.89143597,32.34421848,11/25/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-053,-24.80735374,32.86408548,7/11/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-021,-25.15693633,32.4890703,9/12/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6001-081,-24.80471097,32.86268713,2/7/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-068,-24.49135489,32.08240098,12/20/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-131,-25.14868732,32.49146722,5/21/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6071-052,-25.23577182,32.4606853,8/15/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-018,-24.48694564,32.10755887,3/28/17,2,1,1,2,0,0,2,0,0,NA,2,4,0,0,0,0,0,0,0
6011-018,-24.5608271,32.65989987,2/14/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3609-043,-25.0537052,32.781529,7/14/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6044-398,-25.02862352,32.6383024,11/20/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3612-010,-25.05002196,32.7573794,9/29/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6001-032,-24.81115233,32.86092266,7/7/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-053,-24.80752594,32.86410572,4/5/17,2,1,1,2,0,0,2,0,0,NA,2,127,0,0,0,0,0,0,0
6072-122,-25.14703014,32.4958497,3/17/17,2,1,1,1,0,0,1,0,0,NA,2,18,0,0,0,0,0,0,1
6018-069,-24.89704974,32.35296045,9/29/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-010,-24.56767744,32.65835997,2/10/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-043,-25.17871039,32.48213934,12/16/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-487,-25.03116731,32.64224014,1/15/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6071-006,-25.24111741,32.46545907,1/27/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-037,-24.89431779,32.35337607,10/27/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-013,-25.02681669,32.61609335,2/19/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3609-076,-25.05152422,32.78300213,2/10/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-028,-24.49021844,32.07836414,4/19/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-120,-25.15681237,32.48501319,10/29/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-037,-24.5684193,32.66288124,5/9/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-026,-24.45351383,32.10737257,8/9/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-022,-24.49256458,32.07923607,10/31/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-053,-24.80749145,32.86421347,1/17/18,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-043,-24.48697546,32.07339253,9/14/16,1,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
3612-265,-25.05461209,32.76541915,9/30/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-043,-24.48689299,32.07347269,11/23/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-018,-24.56095423,32.65972481,10/14/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-031,-25.02794891,32.62245051,7/9/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-031,-24.81188638,32.86183574,8/4/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3615-094,-25.06651332,32.81239634,6/14/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-068,-24.49119736,32.08232251,11/28/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-028,-24.89343477,32.34514748,7/20/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3605-479,-25.05153033,32.78489206,9/5/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-065,-24.56805444,32.66159221,11/2/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-020,-24.89149624,32.34430316,7/21/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-062,-24.56504221,32.66492706,10/10/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3615-022,-25.06398861,32.8146078,9/5/17,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6011-018,-24.56067045,32.66003848,8/3/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-012,-24.88528807,32.34389412,5/25/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-059,-24.56303136,32.6600693,12/1/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3612-010,-25.05015079,32.75735465,2/9/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3605-214,-25.05224101,32.78606835,3/10/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-031,-24.89663762,32.34973998,4/25/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6044-676,-25.03207211,32.63802436,11/20/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-008,-24.49631508,32.08064852,7/25/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6071-052,-25.23580081,32.46057259,8/19/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6071-052,-25.23586759,32.46066664,6/21/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-037,-24.89439405,32.35382644,10/27/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-069,-24.89712644,32.35306458,11/15/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6071-006,-25.24096888,32.46516919,5/21/15,2,1,1,2,3,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6018-031,-24.89648573,32.349801,8/17/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6001-086,-24.8051968,32.86087007,1/5/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3613-272,-25.05850284,32.76905757,8/9/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-461,-25.03220981,32.64041828,1/12/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-072,-24.80400056,32.85220765,7/11/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-362,-25.03014307,32.6401254,7/7/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3615-022,-25.06394219,32.81467437,12/7/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6001-039,-24.80353222,32.85911538,7/8/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-043,-24.81067392,32.86623504,6/9/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-021,-25.15692585,32.4889628,12/12/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-031,-24.56797066,32.66564052,5/28/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-057,-25.18409853,32.48266268,4/27/17,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6011-028,-24.56370966,32.66436153,7/6/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-328,-25.03018839,32.6418025,3/18/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-058,-24.80537902,32.85787822,2/12/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-122,-25.14705918,32.49597395,6/23/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-079,-24.56901912,32.66375127,5/10/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6071-013,-25.24427469,32.47135588,6/22/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-065,-24.56807605,32.66142031,12/1/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-011,-25.16140313,32.48660748,9/13/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-328,-25.03010449,32.64178392,6/17/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6046-287,-25.03144218,32.64701725,9/21/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-028,-24.56383098,32.66431897,1/23/18,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-043,-25.17870158,32.48224052,6/18/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-018,-24.48703185,32.10751745,5/3/17,2,1,1,2,0,0,2,0,0,NA,2,4,0,0,0,0,0,0,0
6011-006,-24.56886161,32.65977438,10/6/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-062,-24.56506418,32.66491586,2/14/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-131,-25.14925801,32.4910514,4/28/16,2,1,1,2,0,0,2,0,0,NA,2,30,0,0,0,0,0,0,0
6018-012,-24.88539031,32.34371971,10/27/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-003,-24.49145959,32.11772334,4/19/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-033,-24.89316053,32.35013447,11/24/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-008,-24.49668796,32.08058208,9/15/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3609-098,-25.05120065,32.78246134,8/8/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
