house_id,coordinates_lat,coordinates_lng,date,trap_type,trap_location,any_meassures,adult_house,kids_house,young_kids_house,adult_room,kids_room,young_kids_room,sleep_outdoors,cook,gambiae_count,funestus_count,funestus_parensis,funestus_funestus,funestus_leesoni,gambiae_arabiensis,gambiae_quadrianulatus,gambiae_merus
6011-030,-24.56599007,32.66636217,2/10/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-056,-24.56196623,32.65606303,8/30/17,2,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
3608-136,-25.0620489,32.84746778,11/9/16,2,1,1,1,0,0,1,0,0,NA,2,0,3,0,0,0,0,0,0
6079-034,-24.48834747,32.08054273,10/21/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-077,-24.80454035,32.85371893,6/9/15,2,1,1,2,0,0,2,0,0,NA,2,2,4,4,0,0,0,0,0
6018-040,-24.89600486,32.35294408,9/20/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-022,-24.49257147,32.07929497,7/1/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-012,-25.16015845,32.48647467,6/19/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6071-006,-25.24109289,32.4656733,4/28/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-103,-24.80267691,32.85440457,5/12/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3615-022,-25.06458096,32.81393933,12/6/16,2,1,1,2,0,0,2,0,0,NA,2,1,4,0,0,0,0,0,0
6001-161,-24.81576558,32.86314117,6/16/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-086,-24.80525164,32.86060721,11/9/17,1,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6046-287,-25.03144666,32.64700968,7/6/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-117,-25.22109814,32.46086873,8/15/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-009,-24.56815149,32.65835302,2/9/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-065,-24.80515297,32.85071825,8/5/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-084,-24.80448405,32.85533908,6/10/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-062,-24.56505199,32.66494206,8/31/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-460,-25.03315518,32.64071773,9/18/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-016,-24.8132415,32.8547217,8/5/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-012,-24.48916593,32.11356615,5/3/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-068,-24.80459648,32.84808632,2/7/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-056,-24.56198071,32.65655665,4/11/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-039,-24.56872782,32.66203527,8/28/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-078,-24.80670926,32.86394183,7/7/15,1,1,1,1,0,0,1,0,0,NA,2,1,2,1,0,0,0,0,0
6018-058,-24.9042249,32.36153278,11/23/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-009,-24.81375384,32.86609916,4/5/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-431,-25.03372357,32.63801384,12/8/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,1,0,0,0,0,0,0
6072-021,-25.15693978,32.4892658,7/18/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3612-343,-25.05211524,32.76319603,11/9/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-030,-24.56605477,32.66611512,7/31/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-031,-25.02794598,32.62248194,6/11/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-065,-24.5682101,32.66181147,7/4/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6046-177,-25.02988867,32.64985475,5/11/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6071-052,-25.23577218,32.46070483,7/19/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-168,-24.81235907,32.86467045,3/11/16,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6018-022,-24.8897945,32.34314211,2/23/16,1,2,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0
6011-030,-24.56607965,32.66613228,4/11/17,2,1,1,2,0,0,2,0,0,NA,2,6,0,0,0,0,0,0,0
6018-031,-24.89658667,32.34970281,9/20/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-028,-24.49048587,32.07872428,10/31/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-009,-24.48913208,32.11510888,9/16/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-014,-24.48940768,32.1109905,6/29/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-068,-24.491352,32.08246437,5/27/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-012,-25.16009664,32.48637667,8/13/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-012,-24.48918847,32.11367334,6/14/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-016,-24.81288406,32.85489319,5/12/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0
6045-274,-25.0338834,32.63025597,1/14/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-360,-25.03515929,32.61099674,2/16/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-037,-24.56796635,32.66334034,7/5/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-336,-25.03150237,32.62191192,7/6/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-008,-24.48899313,32.11520263,7/12/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3608-035,-25.06402725,32.84401735,9/6/17,2,1,1,2,0,0,2,0,0,NA,2,1,1,0,0,0,0,0,0
6018-033,-24.89304556,32.35003434,7/20/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-122,-25.14715046,32.4958377,1/27/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-131,-25.14904625,32.49118223,6/21/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-021,-24.81193093,32.85653995,10/15/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-122,-25.14703227,32.49581812,5/22/15,2,1,1,2,0,0,2,0,0,NA,2,9,8,2,0,0,0,0,0
6018-049,-24.90215907,32.34593429,10/26/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-031,-24.81205706,32.86154237,7/11/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-363,-25.03918416,32.60882693,6/9/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-055,-24.56665605,32.65655234,7/4/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-017,-24.56087354,32.65847171,4/12/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6071-052,-25.23590517,32.46090843,11/22/17,2,1,1,1,0,0,1,0,0,NA,2,0,1,1,0,0,0,0,0
6018-069,-24.89712273,32.35294351,9/15/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6001-078,-24.80628275,32.86376477,4/13/16,2,1,1,2,0,0,2,0,0,NA,2,4,1,0,0,0,0,0,0
6045-243,-25.03104344,32.6321163,1/13/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6001-093,-24.80344477,32.85938132,11/9/17,2,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
6002-065,-24.80534393,32.85059922,6/15/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-114,-24.8020621,32.85333793,9/2/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-424,-25.03321884,32.62196015,1/12/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-079,-24.49296636,32.08401939,10/19/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-031,-24.56782219,32.66541204,8/27/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-058,-24.80536168,32.85753116,6/9/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-084,-24.80471082,32.85534713,11/7/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-461,-25.03215284,32.64031975,8/13/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-168,-24.81243286,32.86462282,9/23/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-033,-24.89302851,32.35005934,5/23/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-093,-24.80329904,32.85985888,10/16/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-040,-24.89590648,32.35256244,9/21/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-360,-25.03506503,32.61104422,11/10/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,4,1,0,0,0,0,1,0
6011-065,-24.56818119,32.66150896,1/23/18,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-020,-24.89147477,32.34417293,8/11/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6080-046,-24.49798788,32.10775206,9/20/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-324,-25.03020547,32.62461611,9/17/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-018,-25.15783657,32.4877476,11/27/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-431,-25.03361364,32.6379058,4/21/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-161,-24.81581476,32.86309064,8/3/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-058,-24.48398419,32.07253314,5/27/15,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
3608-035,-25.0637932,32.84414456,10/18/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-065,-24.80526911,32.85074835,5/16/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3609-091,-25.05235622,32.78209635,11/9/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-030,-24.56603757,32.66616349,5/9/17,2,1,1,2,0,0,2,0,0,NA,2,10,0,0,0,0,0,0,0
6044-431,-25.03355331,32.63805467,10/20/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-018,-24.48709983,32.10751334,7/29/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6044-370,-25.02973303,32.63908496,10/20/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-168,-24.81258206,32.8650203,11/7/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-008,-24.49695314,32.08048207,6/15/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-065,-24.56812514,32.6614336,11/5/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-012,-25.16024391,32.48644199,5/21/15,2,1,1,2,0,0,2,0,0,NA,2,3,0,0,0,0,0,0,0
6011-017,-24.56120983,32.65883449,5/10/16,2,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
6072-018,-25.15764683,32.48858742,9/13/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-040,-24.89590836,32.35254934,4/26/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-068,-24.8045472,32.8479957,7/11/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-009,-24.56851881,32.65814307,4/5/16,2,1,1,1,0,0,1,0,0,NA,2,3,0,0,0,0,0,0,0
6001-085,-24.80510566,32.861244,2/12/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-022,-24.49230216,32.07976396,7/12/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3609-091,-25.05239551,32.78229454,6/14/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-016,-24.48983831,32.11038015,11/1/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-052,-24.90295256,32.35818934,5/20/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,2,0,0,0,0,0,0
6072-037,-25.17522357,32.48275858,8/13/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-028,-24.49060629,32.07915117,10/20/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-079,-24.49294279,32.08411065,5/31/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-063,-24.56726943,32.6637104,2/10/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-043,-25.17861862,32.48234226,9/13/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-078,-24.80628755,32.86458103,10/16/15,2,1,1,1,0,0,1,0,0,NA,2,1,2,0,0,0,0,0,0
6011-039,-24.56846041,32.66194302,1/23/18,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-037,-25.17513324,32.48265339,6/22/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-027,-25.1538192,32.48430405,8/15/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-018,-25.15782568,32.48782769,8/19/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-052,-24.90309755,32.35799253,10/27/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-034,-24.48827483,32.08042171,11/1/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-055,-24.56675619,32.65651847,4/12/17,1,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
3609-098,-25.05131767,32.7823845,6/14/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6046-320,-25.03105088,32.64865917,10/20/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-353,-25.0374381,32.61448277,11/10/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-031,-25.02819856,32.62251259,11/20/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-068,-24.4911829,32.08266334,9/19/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-012,-24.88543331,32.3437773,6/28/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-015,-24.88995243,32.34540827,6/20/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-455,-25.02836881,32.63091554,2/18/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-057,-25.183937,32.48254019,1/21/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-015,-24.88991814,32.34528644,9/30/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-018,-25.1578213,32.48773849,7/22/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-079,-24.49293401,32.08408688,5/26/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0
3605-479,-25.05158203,32.784948,6/14/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-072,-24.80404264,32.85200733,9/3/16,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6018-065,-24.90095888,32.35195918,1/19/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-360,-25.03498777,32.61106691,12/9/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-039,-24.56877079,32.66213284,8/1/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-131,-25.14940211,32.49118266,8/16/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-055,-24.56660983,32.65688073,5/11/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-068,-24.49113867,32.08259625,9/15/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-114,-24.80191254,32.85337963,2/7/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-024,-24.56129813,32.66271678,11/29/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-012,-24.56544642,32.65880862,7/6/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-438,-25.03359394,32.63885924,11/21/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-160,-24.80185267,32.85456409,4/4/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6071-013,-25.24446781,32.47139874,9/22/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-008,-24.48940226,32.1153426,10/31/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-015,-24.88973032,32.34546033,3/14/17,2,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
6071-052,-25.23576201,32.4607346,1/19/18,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-027,-24.89076886,32.34215919,11/24/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-034,-24.48840098,32.0805784,1/31/17,1,1,1,1,0,0,1,0,0,NA,2,4,0,0,0,0,0,0,0
6018-033,-24.8930585,32.35013079,7/19/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-033,-24.89288934,32.35000787,1/20/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-336,-25.03133692,32.62267434,11/16/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-103,-24.80270111,32.85428245,9/23/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-043,-24.48665066,32.07368159,10/31/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-021,-24.81184911,32.8567993,4/12/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-034,-24.48820738,32.08036131,6/14/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-039,-24.56898216,32.66228741,6/7/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3609-022,-25.05317807,32.78086744,9/29/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-398,-25.02882635,32.63883672,11/21/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-122,-25.14727778,32.49583144,10/1/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-370,-25.02975021,32.63917525,9/15/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-108,-24.80202097,32.85907384,5/17/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-059,-24.56288052,32.66029445,8/30/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-037,-24.89448071,32.35382689,11/16/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-031,-24.89656018,32.34969716,7/20/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6001-050,-24.80805075,32.86478265,9/22/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-079,-24.56887354,32.66416214,4/5/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-078,-24.80628741,32.86354961,1/8/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-058,-24.48395364,32.07259978,11/17/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-243,-25.03106523,32.63206316,2/17/17,2,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
6011-022,-24.56239957,32.66233687,3/8/16,2,1,1,2,0,0,2,0,0,NA,2,3,0,0,0,0,0,0,0
6072-122,-25.14700381,32.49106863,9/12/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-018,-25.15784066,32.48766215,9/12/17,2,1,1,2,0,0,2,0,0,NA,2,1,1,0,0,0,0,0,0
6045-324,-25.03030361,32.624692,11/21/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-001,-24.4821157,32.12784886,7/1/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-026,-24.48825121,32.09713374,3/28/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3615-094,-25.06642496,32.812259,2/9/17,1,1,1,2,0,0,2,0,0,NA,2,8,1,0,0,0,0,0,2
6018-031,-24.89657091,32.34961219,1/20/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-028,-24.56375743,32.66439205,7/3/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-031,-24.89658612,32.34967751,4/26/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-017,-24.56102608,32.65861769,3/8/16,2,1,1,2,0,0,2,0,0,NA,2,2,0,0,0,0,0,0,0
6002-072,-24.8041596,32.85208474,6/15/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3608-035,-25.06377634,32.84401435,4/18/17,2,1,1,2,0,0,2,0,0,NA,2,3,1,0,0,0,0,0,0
6045-455,-25.02834583,32.63080623,7/9/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-012,-25.16008832,32.48655036,7/23/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-009,-24.56857165,32.65818708,10/10/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3608-136,-25.06207329,32.84745696,2/10/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3609-091,-25.05235908,32.78236002,5/18/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-049,-24.9020623,32.34585592,8/18/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-021,-24.81187355,32.85653022,1/7/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-050,-25.18264079,32.48556043,11/26/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-122,-25.1469836,32.49585758,8/19/16,2,1,1,2,0,0,1,0,0,NA,2,8,1,0,0,0,0,0,1
3612-343,-25.05209636,32.76312445,4/18/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6071-006,-25.24108291,32.46556343,7/24/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-008,-24.49677352,32.08015308,1/13/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-034,-24.488314,32.0802285,9/14/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6046-169,-25.03029959,32.65110597,10/21/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-014,-24.48939074,32.11109228,10/20/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-420,-25.03033801,32.63709216,1/15/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-084,-24.80467378,32.85532111,6/10/15,2,1,1,2,0,0,2,0,0,NA,2,0,1,1,0,0,0,0,0
6001-081,-24.80442429,32.86236563,8/4/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-160,-24.80149869,32.85434421,9/2/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-036,-24.56786644,32.66381986,2/14/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-018,-24.56074818,32.65993363,9/9/15,2,1,1,2,0,0,2,0,0,NA,2,4,0,0,0,0,0,0,0
6011-039,-24.56894646,32.66254492,8/2/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-020,-24.89068982,32.34441956,9/14/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-009,-24.56841196,32.65830895,7/30/15,2,1,1,2,0,0,2,0,0,NA,2,2,0,0,0,0,0,0,0
6072-027,-25.1538897,32.48406134,11/17/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
